query,tmdb_id,title,year,language,vote_average,vote_count,genres,country,keywords,crew,overview
custom,264660,Ex Machina,2015,en,7.573,14243,"Drama, Science Fiction",,"[""android"", ""dancing"", ""friendship"", ""man vs machine"", ""distrust"", ""artificial intelligence (a.i.)"", ""isolation"", ""technology"", ""manipulation"", ""high technology"", ""treason"", ""deception"", ""norway"", ""laboratory"", ""robot"", ""power outage"", ""surveillance"", ""rich"", ""surveillance camera"", ""consciousness"", ""employer employee relationship"", ""isolated house"", ""wealthy man"", ""existentialism"", ""lockdown"", ""emotional intelligence"", ""female cyborg"", ""human android relationship"", ""tech company"", ""critical"", ""intense"", ""big tech""]","{""director"": [""Alex Garland""], ""writers"": [""Alex Garland""], ""cinematographer"": [""Rob Hardy""], ""composer"": [""Ben Salisbury"", ""Geoff Barrow""], ""editor"": [""Mark Day""]}","Caleb, a coder at the world's largest internet company, wins a competition to spend a week at a private mountain retreat belonging to Nathan, the reclusive CEO of the company. But when Caleb arrives at the remote location he finds that he will have to participate in a strange and fascinating experiment in which he must interact with the world's first true artificial intelligence, housed in the body of a beautiful robot girl."
custom,940721,Godzilla Minus One,2023,ja,7.57,3162,"Science Fiction, Horror, Action",,"[""monster"", ""loss of loved one"", ""giant monster"", ""kamikaze"", ""duty"", ""atomic bomb test"", ""radioactivity"", ""naval combat"", ""reboot"", ""kaiju"", ""macabre"", ""duringcreditsstinger"", ""post war japan"", ""1940s"", ""naval battle"", ""naval battleship"", ""survivor's guilt"", ""found family"", ""godzilla"", ""war orphan"", ""tokusatsu""]","{""director"": [""Takashi Yamazaki""], ""writers"": [""Takashi Yamazaki""], ""cinematographer"": [""K\u014dz\u014d Shibazaki""], ""composer"": [""Naoki Sato"", ""Akira Ifukube""], ""editor"": [""Ryuji Miyajima""]}","In postwar Japan, Godzilla brings new devastation to an already scorched landscape. With no military intervention or government help in sight, the survivors must join together in the face of despair and fight back against an unrelenting horror."
custom,9016,Treasure Planet,2002,en,7.569,4597,"Science Fiction, Adventure, Animation, Family, Fantasy",,"[""mutiny"", ""space marine"", ""based on novel or book"", ""cyborg"", ""map"", ""pirate gang"", ""treasure hunt"", ""treasure map"", ""alien"", ""coming of age"", ""money"", ""space"", ""steampunk"", ""planet"", ""troubled teen"", ""father figure"", ""space pirate"", ""ship's crew"", ""admiring""]","{""director"": [""Ron Clements"", ""John Musker""], ""writers"": [""Ron Clements"", ""John Musker"", ""Rob Edwards""], ""cinematographer"": [], ""composer"": [""James Newton Howard""], ""editor"": [""Michael Kelly""]}","When space galleon cabin boy Jim Hawkins discovers a map to an intergalactic ""loot of a thousand worlds,"" a cyborg cook named John Silver teaches him to battle supernovas and space storms on their journey to find treasure."
custom,782,Gattaca,1997,en,7.566,6916,"Science Fiction, Drama, Thriller",,"[""genetics"", ""cheating"", ""paraplegic"", ""suicide attempt"", ""dystopia"", ""dna"", ""new identity"", ""investigation"", ""heart disease"", ""spaceman"", ""fraud"", ""space travel"", ""fake identity"", ""in vitro fertilisation"", ""biotechnology"", ""space mission"", ""space"", ""astronaut"", ""swimming"", ""exercise"", ""eugenics"", ""murder investigation"", ""discrimination"", ""brother brother relationship""]","{""director"": [""Andrew Niccol""], ""writers"": [""Andrew Niccol""], ""cinematographer"": [""S\u0142awomir Idziak""], ""composer"": [""Michael Nyman""], ""editor"": [""Lisa Zeno Churgin""]}","Vincent is an all-too-human man who dares to defy a system obsessed with genetic perfection. He is an ""In-Valid"" who assumes the identity of a member of the genetic elite to pursue his goal of traveling into space with the Gattaca Aerospace Corporation."
custom,244267,I Origins,2014,en,7.565,3460,"Science Fiction, Drama",,"[""reincarnation"", ""doctor"", ""india"", ""molecular biologist""]","{""director"": [""Mike Cahill""], ""writers"": [""Mike Cahill""], ""cinematographer"": [""Markus F\u00f6rderer""], ""composer"": [""Phil Mossman"", ""Will Bates""], ""editor"": [""Mike Cahill""]}",A molecular biologist's study of the human eye has far-reaching implications about humanity's scientific and spiritual beliefs.
custom,17431,Moon,2009,en,7.565,6272,"Science Fiction, Drama",,"[""future"", ""moon"", ""artificial intelligence (a.i.)"", ""isolation"", ""dystopia"", ""melancholy"", ""space"", ""moon base"", ""psychological thriller"", ""thoughtful"", ""human clone"", ""lunar mission"", ""corporate conspiracy"", ""existential crisis"", ""intense""]","{""director"": [""Duncan Jones""], ""writers"": [""Nathan Parker""], ""cinematographer"": [""Gary Shaw""], ""composer"": [""Clint Mansell""], ""editor"": [""Nicolas Gaster""]}","With only three weeks left in his three-year contract, Sam Bell is eager to return to Earth. Stationed alone at a Moon-based facility with his computer assistant GERTY, an unexpected accident sets off a series of unsettling events that shake his isolation."
custom,655431,Psycho-Pass 3: First Inspector,2020,ja,7.563,112,"Science Fiction, Action, Crime, Animation",,"[""police"", ""detective"", ""dystopia"", ""conspiracy"", ""cyberpunk"", ""criminal"", ""ethical dilemma"", ""seinen"", ""anime""]","{""director"": [""Naoyoshi Shiotani""], ""writers"": [""Tow Ubukata"", ""Makoto Fukami""], ""cinematographer"": [], ""composer"": [""Yugo Kanno""], ""editor"": []}","Inspector Kei Mikhail Ignatov finds himself involved with an organization named Bifrost with the possibility of freeing his wife if he betrays Unit One. Koichi Azusawa coordinates an assault on the Public Safety Bureau tower using his hacker Obata, locking down the building and kidnapping Inspector Arata Shindo. Azusawa demands that governor Karina Komiya resign from her position."
custom,11544,Lilo & Stitch,2002,en,7.561,7085,"Animation, Family, Comedy, Science Fiction",,"[""sibling relationship"", ""mutation"", ""extraterrestrial technology"", ""hawaii"", ""adoption"", ""villain"", ""alien life-form"", ""alien"", ""dog"", ""dead parents"", ""duringcreditsstinger"", ""fitting in"", ""native hawaiian""]","{""director"": [""Chris Sanders"", ""Dean DeBlois""], ""writers"": [""Chris Sanders"", ""Dean DeBlois""], ""cinematographer"": [], ""composer"": [""Alan Silvestri""], ""editor"": [""Darren T. Holmes""]}","As Stitch, a runaway genetic experiment from a faraway planet, wreaks havoc on the Hawaiian Islands, he becomes the mischievous adopted alien ""puppy"" of an independent little girl named Lilo and learns about loyalty, friendship, and ʻohana, the Hawaiian tradition of family."
custom,106,Predator,1987,en,7.552,9097,"Science Fiction, Action, Adventure, Thriller",,"[""guerrilla warfare"", ""central and south america"", ""predator"", ""trap"", ""alien"", ""survival"", ""stalking"", ""creature"", ""alien invasion"", ""invisible"", ""commando"", ""aggressive"", ""prey"", ""violence""]","{""director"": [""John McTiernan""], ""writers"": [""Jim Thomas"", ""John Thomas""], ""cinematographer"": [""Donald McAlpine""], ""composer"": [""Alan Silvestri""], ""editor"": [""Mark Helfrich"", ""John F. Link""]}",A team of elite commandos on a secret mission in a Central American jungle come to find themselves hunted by an extraterrestrial warrior.
custom,804370,Arco,2025,fr,7.557,211,"Adventure, Animation, Family, Science Fiction",,"[""affectation"", ""time travel"", ""family relationships"", ""conspiracy theory"", ""absent parent"", ""environmental issues"", ""near future"", ""2070s"", ""independent film"", ""rainbow"", ""science fantasy"", ""male female friendship"", ""compassionate"", ""vibrant"", ""21st century""]","{""director"": [""Ugo Bienvenu""], ""writers"": [""Ugo Bienvenu"", ""F\u00e9lix de Givry""], ""cinematographer"": [], ""composer"": [""Arnaud Toulon""], ""editor"": [""Nathan Jacquard"", ""Ugo Bienvenu""]}","Ten-year-old Arco lives in a far future. During his first flight in his rainbow suit, he loses control and falls into the past. Iris, a girl his age from 2075, comes to his rescue and tries by any means to help send him back to his own era."
custom,870360,The Day the Earth Blew Up: A Looney Tunes Movie,2024,en,7.546,218,"Family, Comedy, Adventure, Animation, Science Fiction",,"[""chewing gum"", ""zombie"", ""alien invasion"", ""buddy comedy"", ""duringcreditsstinger"", ""chaotic"", ""playful"", ""based on tv series"", ""hilarious"", ""clich\u00e9"", ""looney tunes""]","{""director"": [""Peter Browngardt""], ""writers"": [""Kevin Costello"", ""Alex Kirwan"", ""Andrew Dickman"", ""Peter Browngardt"", ""David Gemmill"", ""Darrick Bachman"", ""Ryan Kramer"", ""Johnny Ryan"", ""Michael Ruocco"", ""Jason Reicher"", ""Eddie Trigueros""], ""cinematographer"": [], ""composer"": [""Joshua Moshier""], ""editor"": [""Nick Simotas""]}","Porky and Daffy, the classic animated odd couple, turn into unlikely heroes when their antics at the local bubble gum factory uncover a secret alien mind control plot. Against all odds, the two are determined to save their town (and the world!)...that is if they don't drive each other crazy in the process."
custom,399566,Godzilla vs. Kong,2021,en,7.536,10621,"Action, Science Fiction, Adventure",,"[""giant monster"", ""dinosaur"", ""creature feature"", ""kaiju"", ""sign languages"", ""giant ape"", ""godzilla"", ""robot dinosaur"", ""king kong"", ""clich\u00e9""]","{""director"": [""Adam Wingard""], ""writers"": [""Eric Pearson"", ""Max Borenstein""], ""cinematographer"": [""Ben Seresin""], ""composer"": [""Tom Holkenborg""], ""editor"": [""Josh Schaeffer""]}","In a time when monsters walk the Earth, humanity’s fight for its future sets Godzilla and Kong on a collision course that will see the two most powerful forces of nature on the planet collide in a spectacular battle for the ages."
custom,127585,X-Men: Days of Future Past,2014,en,7.53,16238,"Action, Adventure, Science Fiction",,"[""1970s"", ""superhero"", ""mutant"", ""time travel"", ""based on comic"", ""superhuman"", ""storm"", ""political intrigue\u00a0"", ""extinction"", ""beast"", ""claws"", ""aftercreditsstinger"", ""duringcreditsstinger"", ""changing the past or future"", ""dramatic""]","{""director"": [""Bryan Singer""], ""writers"": [""Simon Kinberg""], ""cinematographer"": [""Newton Thomas Sigel""], ""composer"": [""John Ottman""], ""editor"": [""John Ottman""]}",The ultimate X-Men ensemble fights a war for the survival of the species across two time periods as they join forces with their younger selves in an epic battle that must change the past – to save our future.
custom,556901,Teen Titans Go! vs. Teen Titans,2019,en,7.527,517,"Action, Animation, Comedy, Family, Fantasy, Science Fiction",,"[""hero"", ""superhero"", ""superhero team"", ""absurd""]","{""director"": [""Jeff Mednikow""], ""writers"": [""Marly Halpern-Graser"", ""Jeremy Adams""], ""cinematographer"": [], ""composer"": [], ""editor"": []}","The comedic modern-day quintet takes on their 2003 counterparts when villains from each of their worlds join forces to pit the two Titan teams against each other. They'll need to set aside their differences and work together to combat Trigon, Hexagon, Santa Claus (that's right, Santa!) and time itself in order to save the multiverse."
custom,39107,Dragon Ball Z: Fusion Reborn,1995,ja,7.5,920,"Animation, Action, Science Fiction",,"[""martial arts"", ""fight"", ""based on manga"", ""demon"", ""shounen"", ""anime""]","{""director"": [""Shigeyasu Yamauchi""], ""writers"": [""Takao Koyama""], ""cinematographer"": [""Toshiharu Takei""], ""composer"": [""Shunsuke Kikuchi""], ""editor"": [""Shinichi Fukumitsu""]}","Not paying attention to his job, a young demon allows the evil cleansing machine to overflow and explode, turning the young demon into the infamous monster Janemba. Goku and Vegeta make solo attempts to defeat the monster, but realize their only option is fusion."
custom,10787,The Invisible Man,1933,en,7.52,948,"Horror, Science Fiction",,"[""based on novel or book"", ""insanity"", ""chemical"", ""train accident"", ""mad scientist"", ""murder"", ""fugitive"", ""snow"", ""black and white"", ""chemist"", ""scientist"", ""invisible"", ""pre-code"", ""invisible person"", ""invisibility"", ""manhunt"", ""experiment gone awry"", ""invisible man""]","{""director"": [""James Whale""], ""writers"": [""R.C. Sherriff""], ""cinematographer"": [""Arthur Edeson"", ""John J. Mescall""], ""composer"": [""Heinz Roemheld""], ""editor"": [""Ted J. Kent""]}","After experimenting on himself and becoming invisible, scientist Jack Griffin, now aggressive due to the drug's effects, seeks a way to reverse the experiment at any cost."
custom,229,Bride of Frankenstein,1935,en,7.518,1099,"Horror, Science Fiction",,"[""hermit"", ""monster"", ""lightning"", ""cemetery"", ""mill"", ""halloween"", ""mad scientist"", ""black and white"", ""comedic relief"", ""frankenstein"", ""casual"", ""shrunken human""]","{""director"": [""James Whale""], ""writers"": [""Edmund Pearson"", ""William Hurlbut""], ""cinematographer"": [""John J. Mescall""], ""composer"": [""Franz Waxman""], ""editor"": [""Ted J. Kent""]}","Dr. Frankenstein and his monster both turn out to be alive after being attacked by an angry mob. The now-chastened scientist attempts to escape his past, but a former mentor forces him to assist with the creation of a new creature."
custom,200085,The Flu,2013,ko,7.516,1275,"Action, Science Fiction, Thriller",,"[""quarantine"", ""police"", ""flu"", ""survival"", ""disaster"", ""doctor"", ""lethal virus"", ""epidemic"", ""virus"", ""influenza"", ""mother daughter relationship""]","{""director"": [""Kim Sung-soo""], ""writers"": [""Kim Sung-soo"", ""Lee Young-jong""], ""cinematographer"": [""Lee Mo-gae""], ""composer"": [""Kim Tae-seong""], ""editor"": [""Nam Na-young""]}","A case of the flu quickly morphs into a pandemic. As the death toll mounts and the living panic, the government plans extreme measures to contain it."
custom,601,E.T. the Extra-Terrestrial,1982,en,7.515,11983,"Adventure, Science Fiction, Family",,"[""farewell"", ""space marine"", ""operation"", ""flying saucer"", ""nasa"", ""homesickness"", ""loss of loved one"", ""extraterrestrial technology"", ""prosecution"", ""riding a bicycle"", ""halloween"", ""finger"", ""flowerpot"", ""alien"", ""single"", ""single mother"", ""alien contact"", ""homesick"", ""space sci-fi""]","{""director"": [""Steven Spielberg""], ""writers"": [""Melissa Mathison""], ""cinematographer"": [""Allen Daviau""], ""composer"": [""John Williams""], ""editor"": [""Carol Littleton""]}","An alien is left behind on Earth and saved by the 10-year-old Elliott who decides to keep him hidden in his home. While a task force hunts for the extra-terrestrial, Elliott, his brother, and his little sister Gertie form an emotional bond with their new friend, and try to help him find his way home."
custom,51859,Trigun: Badlands Rumble,2010,ja,7.513,192,"Action, Animation, Science Fiction, Adventure",,"[""gunslinger"", ""revenge"", ""gunfight"", ""duel"", ""based on manga"", ""desert"", ""preacher"", ""pacifist"", ""adult animation"", ""gunman"", ""statue"", ""anime""]","{""director"": [""Satoshi Nishimura""], ""writers"": [""Yasuko Kobayashi""], ""cinematographer"": [""Shinichi Igarashi""], ""composer"": [""Tsuneo Imahori""], ""editor"": [""Satoshi Terauchi""]}","In a quicksand surrounded town called Makka, rumors spread of a legendary robber named Gasback is after the town. To protect it, Mayor Kepler has hired bounty hunters. These hunters have been following Gasback from town to town in hopes of getting the bounty. Vash the Stampede is in town, along with Meryl and Milly, along with the female bounty hunter Amelia and Nicholas D. Wolfwood."
custom,31682,The Incredible Shrinking Man,1957,en,7.5,560,"Science Fiction, Drama, Adventure, Horror",,"[""husband wife relationship"", ""based on novel or book"", ""radiation"", ""cat"", ""giant spider"", ""surrealism"", ""shrinking"", ""radioactivity"", ""basement"", ""miniaturization"", ""black and white"", ""survival horror"", ""presumed dead"", ""dollhouse"", ""disability"", ""mist"", ""existentialism"", ""emasculation"", ""shrunken human"", ""big gigantic""]","{""director"": [""Jack Arnold""], ""writers"": [""Richard Matheson"", ""Richard Alan Simmons""], ""cinematographer"": [""Ellis W. Carter""], ""composer"": [""Irving Gertz"", ""Earl E. Lawrence"", ""Hans J. Salter"", ""Herman Stein""], ""editor"": [""Albrecht Joseph""]}","A dangerous combination of radiation and insecticide causes the unfortunate Scott Carey to shrink, slowly but surely, until he is only a few inches tall. His home becomes a wilderness where he must survive everything from spiders living in the cellar to his beloved cat."
custom,330459,Rogue One: A Star Wars Story,2016,en,7.506,16388,"Action, Adventure, Science Fiction",,"[""rebellion"", ""spacecraft"", ""rebel"", ""space battle"", ""space travel"", ""prequel"", ""female protagonist"", ""space western"", ""suicide mission"", ""robot"", ""spin off"", ""space opera"", ""alien language"", ""against the odds"", ""blind man""]","{""director"": [""Gareth Edwards""], ""writers"": [""Chris Weitz"", ""Tony Gilroy""], ""cinematographer"": [""Greig Fraser""], ""composer"": [""Michael Giacchino""], ""editor"": [""Jabez Olssen"", ""John Gilroy"", ""Col Goudie""]}",A rogue band of resistance fighters unite for a mission to steal the Death Star plans and bring a new hope to the galaxy.
custom,13413,BURN·E,2008,en,7.505,801,"Animation, Family, Comedy, Science Fiction",,"[""space"", ""robot"", ""outer space"", ""spaceship"", ""short film""]","{""director"": [""Angus MacLane""], ""writers"": [], ""cinematographer"": [], ""composer"": [], ""editor"": [""Steve Bloom""]}",What lengths will a robot undergo to do his job? BURN·E is a dedicated hard working robot who finds himself locked out of his ship. BURN·E quickly learns that completing a simple task can often be a very difficult endeavor.
custom,500664,Upgrade,2018,en,7.504,5000,"Action, Thriller, Science Fiction",,"[""future"", ""artificial intelligence (a.i.)"", ""hacker"", ""police"", ""technology"", ""cyborg"", ""dystopia"", ""revenge"", ""murder"", ""drone"", ""cyberpunk"", ""transhumanism"", ""brutality"", ""implant"", ""surgery"", ""quadriplegic"", ""near future"", ""body enhancement"", ""body horror"", ""violence"", ""microship"", ""android horror""]","{""director"": [""Leigh Whannell""], ""writers"": [""Leigh Whannell""], ""cinematographer"": [""Stefan Duscio""], ""composer"": [""Jed Palmer""], ""editor"": [""Andy Canny""]}","A brutal mugging leaves Grey Trace paralyzed in the hospital and his beloved wife dead. A billionaire inventor soon offers Trace a cure — an artificial intelligence implant called STEM that will enhance his body. Now able to walk, Grey finds that he also has superhuman strength and agility — skills he uses to seek revenge against the thugs who destroyed his life."
custom,71883,Redline,2009,ja,7.504,560,"Animation, Action, Science Fiction",,"[""fight"", ""mafia"", ""tournament"", ""crying"", ""creature"", ""daredevil"", ""race"", ""adult animation"", ""anime""]","{""director"": [""Takeshi Koike""], ""writers"": [""Yoji Enokido"", ""Taiki Sakurai"", ""Katsuhito Ishii""], ""cinematographer"": [""Ryu Takizawa""], ""composer"": [""James Shimoji""], ""editor"": []}","A daredevil driver is determined to compete in Redline, the most popular race in the galaxy. The race only occurs every five years, but in order to participate he must overcome the mafia, the government and even love."
custom,83533,Avatar: Fire and Ash,2025,en,7.498,3177,"Science Fiction, Adventure, Fantasy",,"[""witch"", ""clone"", ""space war"", ""tribe"", ""sequel"", ""alien"", ""transhumanism"", ""family"", ""space adventure"", ""motion capture"", ""family dynamics"", ""rival"", ""dreary"", ""oscar winner""]","{""director"": [""James Cameron""], ""writers"": [""James Cameron"", ""Amanda Silver"", ""Rick Jaffa""], ""cinematographer"": [""Russell Carpenter""], ""composer"": [""Simon Franglen""], ""editor"": [""John Refoua"", ""Stephen E. Rivkin"", ""James Cameron"", ""Nicolas De Toth"", ""Jason Gaudio""]}","In the wake of the devastating war against the RDA and the loss of their eldest son, Jake Sully and Neytiri face a new threat on Pandora: the Ash People, a violent and power-hungry Na'vi tribe led by the ruthless Varang. Jake's family must fight for their survival and the future of Pandora in a conflict that pushes them to their emotional and physical limits."
custom,196,Back to the Future Part III,1990,en,7.492,11506,"Adventure, Comedy, Science Fiction",,"[""california"", ""saloon"", ""sports car"", ""inventor"", ""horseback riding"", ""indian territory"", ""locomotive"", ""time travel"", ""native american"", ""mad scientist"", ""sequel"", ""outlaw"", ""shootout"", ""steampunk"", ""gunfight"", ""train"", ""wild west"", ""cavalry"", ""1950s"", ""candid"", ""hoverboard"", ""optimistic""]","{""director"": [""Robert Zemeckis""], ""writers"": [""Bob Gale""], ""cinematographer"": [""Dean Cundey""], ""composer"": [""Alan Silvestri""], ""editor"": [""Arthur Schmidt"", ""Harry Keramidas""]}","The final installment finds Marty digging the trusty DeLorean out of a mineshaft and looking for Doc in the Wild West of 1885. But when their time machine breaks down, the travelers are stranded in a land of spurs. More problems arise when Doc falls for pretty schoolteacher Clara Clayton, and Marty tangles with Buford Tannen."
custom,923,Dawn of the Dead,1978,en,7.485,2290,"Horror, Science Fiction",,"[""helicopter"", ""army"", ""chaos"", ""bite"", ""materialism"", ""machete"", ""gore"", ""martial law"", ""state of emergency"", ""shopping mall"", ""infection"", ""biker"", ""truck"", ""consumerism"", ""zombie"", ""motorcycle gang"", ""exploding head"", ""mall"", ""tv production"", ""zombie apocalypse"", ""pittsburgh, pennsylvania"", ""anxious"", ""hilarious"", ""excited"", ""frightened""]","{""director"": [""George A. Romero""], ""writers"": [""George A. Romero""], ""cinematographer"": [""Michael Gornick""], ""composer"": [""Massimo Morante"", ""Claudio Simonetti"", ""Agostino Marangolo"", ""Fabio Pignatelli""], ""editor"": [""George A. Romero""]}","During an ever-growing epidemic of zombies that have risen from the dead, two Philadelphia SWAT team members, a traffic reporter, and his television-executive girlfriend seek refuge in a secluded shopping mall."
custom,12636,Godzilla Against MechaGodzilla,2002,ja,7.484,257,"Action, Science Fiction, Thriller",,"[""biological weapon"", ""giant monster"", ""giant robot"", ""creature feature"", ""gojira"", ""bio organic weapon"", ""kaiju"", ""godzilla""]","{""director"": [""Masaaki Tezuka""], ""writers"": [""Wataru Mimura""], ""cinematographer"": [""Masahiro Kishimoto""], ""composer"": [""Michiru Oshima""], ""editor"": [""Shinichi Fushima"", ""Shinichi Natori""]}","JSDF pilot Akane has a fateful encounter when a new Godzilla emerges in Tateyama. As a countermeasure, a cyborg named Kiryu is constructed from the remains of the original. The machine is discovered to harbor the restless soul of the original monster as Akane must learn to find value in her own life as well."
custom,530,A Grand Day Out,1990,en,7.484,998,"Family, Animation, Comedy, Science Fiction, Adventure",,"[""moon"", ""inventor"", ""missile"", ""human animal relationship"", ""cheese"", ""vacation"", ""rocket"", ""moon landing"", ""anthropomorphism"", ""stop motion"", ""robot"", ""dog"", ""ski"", ""claymation"", ""plasticine"", ""short film""]","{""director"": [""Nick Park""], ""writers"": [""Nick Park""], ""cinematographer"": [""Nick Park""], ""composer"": [""Julian Nott""], ""editor"": [""Rob Copeland""]}","Wallace and Gromit have run out of cheese, and this provides an excellent excuse for the duo to take their holiday to the moon, where, as everyone knows, there is ample cheese."
custom,575604,The Call,2020,ko,7.483,969,"Thriller, Mystery, Science Fiction",,"[""psychopath"", ""borderline personality disorder"", ""remake"", ""serial killer"", ""changing the past or future"", ""time paradox"", ""anti-social behaviour"", ""thecall""]","{""director"": [""Lee Chung-hyun""], ""writers"": [""Lee Chung-hyun"", ""Kang Sun-ju""], ""cinematographer"": [""Cho Young-jik""], ""composer"": [""Dalpalan""], ""editor"": [""Yang Jin-mo""]}","Connected by phone in the same home but 20 years apart, a caller puts a woman’s past — and life — on the line to change her own fate."
custom,24362,The Second Renaissance Part II,2003,en,7.481,184,"Science Fiction, Animation",,"[""artificial intelligence (a.i.)"", ""adult animation"", ""anime"", ""movie""]","{""director"": [""Mahiro Maeda""], ""writers"": [""Lana Wachowski"", ""Lilly Wachowski""], ""cinematographer"": [], ""composer"": [], ""editor"": []}","The battle for Earth turns against the humans, despite their infamous desperate act of blackening the skies."
custom,588228,The Tomorrow War,2021,en,7.479,4126,"Action, Science Fiction, Adventure",,"[""world cup"", ""time travel"", ""global warming"", ""glacier"", ""alien"", ""alien invasion"", ""military"", ""future war"", ""father son reunion"", ""hope for future"", ""changing the past or future"", ""message from the future"", ""father son relationship"", ""father daughter relationship"", ""world war""]","{""director"": [""Chris McKay""], ""writers"": [""Zach Dean""], ""cinematographer"": [""Larry Fong""], ""composer"": [""Lorne Balfe""], ""editor"": [""Garret Elkins"", ""Roger Barton""]}","The world is stunned when a group of time travelers arrive from the year 2051 to deliver an urgent message: Thirty years in the future, mankind is losing a global war against a deadly alien species. The only hope for survival is for soldiers and civilians from the present to be transported to the future and join the fight. Among those recruited is high school teacher and family man Dan Forester. Determined to save the world for his young daughter, Dan teams up with a brilliant scientist and his estranged father in a desperate quest to rewrite the fate of the planet."
custom,724475,Ben 10 vs. the Universe: The Movie,2020,en,7.478,136,"Animation, Action, Adventure, Science Fiction",,"[""extraterrestrial technology"", ""alien"", ""based on cartoon"", ""alien race"", ""based on tv series""]","{""director"": [""John McIntyre"", ""Henrique Jardim""], ""writers"": [""Benjamin P. Carow"", ""John Martinez"", ""Josh Kim"", ""Johnny Vu"", ""Benjamin Lane"", ""Chelsea McAlarney"", ""Sarah Visel"", ""Andr\u00e9 LaMilza"", ""Kelly Turnbull""], ""cinematographer"": [], ""composer"": [""Kevin Manthei""], ""editor"": []}","A blast from Ben's past returns to do double the damage on Team Tennyson and planet Earth itself, forcing Ben to go interstellar to save the day. Based on the 2016 reboot."
custom,3035,Frankenstein,1931,en,7.471,1790,"Drama, Horror, Science Fiction",,"[""fire"", ""monster"", ""experiment"", ""based on novel or book"", ""halloween"", ""reanimation"", ""laboratory"", ""mad doctor"", ""black and white"", ""pre-code"", ""body part"", ""angry mob"", ""grave robbing"", ""woman in peril"", ""villager"", ""body snatching"", ""human monster"", ""frankenstein"", ""introspective"", ""wistful""]","{""director"": [""James Whale""], ""writers"": [""Francis Edward Faragoh"", ""Garrett Fort""], ""cinematographer"": [""Arthur Edeson""], ""composer"": [""Bernhard Kaun""], ""editor"": [""Clarence Kolster""]}",Henry Frankenstein pieces together body parts in the hope of bringing a human-like creature to life. The mad scientist’s dreams are shattered by his monstrous creation awakening with rage to a world that hates and fears him.
