query,tmdb_id,title,year,language,vote_average,vote_count,genres,country,keywords,crew,overview
custom,218,The Terminator,1984,en,7.682,14585,"Action, Thriller, Science Fiction",,"[""man vs machine"", ""artificial intelligence (a.i.)"", ""saving the world"", ""laser gun"", ""cyborg"", ""killer robot"", ""shotgun"", ""rebel"", ""dystopia"", ""villain"", ""time travel"", ""los angeles, california"", ""urban setting"", ""future war"", ""savior"", ""tech noir"", ""time paradox"", ""action hero"", ""griffith observatory"", ""good versus evil"", ""dystopian""]","{""director"": [""James Cameron""], ""writers"": [""James Cameron"", ""Gale Anne Hurd""], ""cinematographer"": [""Adam Greenberg""], ""composer"": [""Brad Fiedel""], ""editor"": [""Mark Goldblatt""]}","In the post-apocalyptic future, reigning tyrannical supercomputers teleport a cyborg assassin known as the ""Terminator"" back to 1984 to kill Sarah Connor, whose unborn son is destined to lead insurgents against 21st century mechanical hegemony. Meanwhile, the human-resistance movement dispatches a lone warrior to safeguard Sarah. Can he stop the virtually indestructible killing machine?"
custom,916192,"The Tunnel to Summer, the Exit of Goodbyes",2022,ja,7.681,276,"Animation, Drama, Romance, Fantasy, Science Fiction",,"[""high school"", ""adolescence"", ""legend"", ""supernatural"", ""time travel"", ""coming of age"", ""tragedy"", ""school"", ""tunnel"", ""seinen"", ""anime"", ""time-manipulation"", ""japanese high school"", ""based on light novel""]","{""director"": [""Tomohisa Taguchi""], ""writers"": [""Tomohisa Taguchi""], ""cinematographer"": [""Takumi Hoshina""], ""composer"": [""Harumi Fuuki""], ""editor"": [""Akinori Mishima""]}","Urashima Tunnel – Once you enter that tunnel, you can get whatever you want, but at a price. Kaoru Tohno, who seems to have an elusive personality and traumatic past, and Anzu Hanashiro, who is struggling to reconcile her ideal image and true-to-heart attitude, team up to investigate the Urashima Tunnel and get what they want. This is an unforgettable summer story of nostalgia and sprinting in a remote countryside."
custom,68,Brazil,1985,en,7.664,3691,"Comedy, Science Fiction",,"[""dreams"", ""government"", ""bureaucracy"", ""police state"", ""great britain"", ""technology"", ""dystopia"", ""office"", ""dark comedy"", ""satire"", ""surrealism"", ""steampunk"", ""terrorism"", ""bombing"", ""job promotion"", ""repairman"", ""disturbed"", ""christmas"", ""irreverent"", ""incredulous"", ""witty"", ""admiring"", ""ambiguous"", ""audacious"", ""baffled"", ""euphoric"", ""preposterous""]","{""director"": [""Terry Gilliam""], ""writers"": [""Tom Stoppard"", ""Terry Gilliam"", ""Charles McKeown""], ""cinematographer"": [""Roger Pratt""], ""composer"": [""Michael Kamen""], ""editor"": [""Julian Doyle""]}","Low-level bureaucrat Sam Lowry escapes the monotony of his day-to-day life through a recurring daydream of himself as a virtuous hero saving a beautiful damsel. Investigating a case that led to the wrongful arrest and eventual death of an innocent man instead of wanted terrorist Harry Tuttle, he meets the woman from his daydream, and in trying to help her gets caught in a web of mistaken identities, mindless bureaucracy and lies."
custom,27072,On the Silver Globe,1989,pl,7.7,173,"Science Fiction, Drama",,"[""destruction of a civilization"", ""human evolution"", ""nihilism"", ""chaos"", ""philosophy"", ""civilization"", ""surreal"", ""space travel"", ""surrealism"", ""primitive civilisation"", ""space"", ""alien planet"", ""astronaut"", ""existence"", ""christ allegory"", ""existentialism"", ""messiah"", ""chaotic"", ""humanity""]","{""director"": [""Andrzej \u017bu\u0142awski""], ""writers"": [""Andrzej \u017bu\u0142awski""], ""cinematographer"": [""Andrzej J. Jaroszewicz""], ""composer"": [""Andrzej Korzy\u0144ski""], ""editor"": [""Krzysztof Osiecki""]}","A small group of cosmic explorers, including a woman, leaves Earth to start a new civilization. They do not realize that within themselves they carry the end of their own dream. They die one by one, while their children revert to a primitive native culture, creating new myths and a new god."
custom,447743,Inuyashiki,2018,ja,7.66,195,"Action, Adventure, Science Fiction, Fantasy",,"[""japan"", ""cyborg"", ""tokyo, japan"", ""shinjuku"", ""based on manga"", ""alien technology"", ""superhuman abilities"", ""vigilante justice"", ""salaryman""]","{""director"": [""Shinsuke Sato""], ""writers"": [""Hiroshi Hashimoto""], ""cinematographer"": [""Taro Kawazu""], ""composer"": [], ""editor"": [""Tsuyoshi Imai""]}",A middle-aged office worker encounters aliens and is gifted with alien technology and limitless powers.
custom,766507,Prey,2022,en,7.658,7710,"Thriller, Action, Science Fiction",,"[""hunter"", ""native american"", ""alien life-form"", ""alien"", ""prequel"", ""decapitation"", ""bear"", ""dog"", ""severed foot"", ""bear attack"", ""comanche"", ""human vs alien"", ""indigenous peoples"", ""severed arm"", ""dog hero"", ""grand"", ""great plains""]","{""director"": [""Dan Trachtenberg""], ""writers"": [""Patrick Aison""], ""cinematographer"": [""Jeff Cutter""], ""composer"": [""Sarah Schachner""], ""editor"": [""Angela M. Catanzaro"", ""Claudia Castello""]}","When danger threatens her camp, the fierce and highly skilled Comanche warrior Naru sets out to protect her people. But the prey she stalks turns out to be a highly evolved alien predator with a technically advanced arsenal."
custom,893712,Sword Art Online the Movie – Progressive – Scherzo of Deep Night,2022,ja,7.655,222,"Animation, Action, Fantasy, Science Fiction",,"[""monster"", ""virtual reality"", ""fantasy world"", ""anime"", ""mmorpg"", ""virtual world"", ""based on light novel"", ""vrmmo""]","{""director"": [""Ayako Kono""], ""writers"": [""Yukito Kizawa""], ""cinematographer"": [""Yuki Oshima""], ""composer"": [""Yuki Kajiura""], ""editor"": [""Kiyoshi Hirose""]}","Over a month has passed since 10,000 users were trapped inside the ""Sword Art Online"" world. Asuna, who cleared the first floor of the floating iron castle of Aincrad, joined up with Kirito and continued her journey to reach the top floor. With the support of female Information Broker Argo, clearing the floors seemed to be progressing smoothly, but conflict erupts between two major guilds who should be working together – the top player groups ALS (the Aincrad Liberation Squad) and DKB (the Dragon Knights Brigade). And meanwhile, behind the scenes exists a mysterious figure pulling the strings…"
custom,871,Planet of the Apes,1968,en,7.651,3954,"Science Fiction, Adventure, Drama, Action",,"[""space marine"", ""bondage"", ""human evolution"", ""based on novel or book"", ""gorilla"", ""dystopia"", ""chimp"", ""slavery"", ""time travel"", ""space travel"", ""distant future"", ""apocalypse"", ""astronaut"", ""ape"", ""human subjugation"", ""authoritarian"", ""callous"", ""demeaning"", ""hopeful"", ""mean spirited"", ""apes""]","{""director"": [""Franklin J. Schaffner""], ""writers"": [""Michael Wilson"", ""Rod Serling""], ""cinematographer"": [""Leon Shamroy""], ""composer"": [""Jerry Goldsmith""], ""editor"": [""Hugh S. Fowler""]}","Astronaut Taylor crash lands on a distant planet ruled by apes who use a primitive race of humans for experimentation and sport. Soon Taylor finds himself among the hunted, his life in the hands of a benevolent chimpanzee scientist."
custom,926670,Henry Danger: The Movie,2025,en,7.643,262,"Action, Comedy, Family, Science Fiction",,"[""superhero"", ""supervillain"", ""based on tv series""]","{""director"": [""Joe Menendez""], ""writers"": [""Christopher J. Nowak"", ""Jake Farrow""], ""cinematographer"": [""Christopher Charles Kempinski""], ""composer"": [""Paul Edward-Francis""], ""editor"": [""Steve Haugen""]}","Henry Hart meets a superfan—eager to fight crime with Kid Danger—who comes into possession of a device that can open up alternate realities. Facing a wild ride, Henry will need his best friend Jasper and his new superfan sidekick to find his way out or be stuck in another dimension forever."
custom,792307,Poor Things,2023,en,7.64,5474,"Science Fiction, Romance, Comedy",,"[""ship"", ""london, england"", ""experiment"", ""paris, france"", ""based on novel or book"", ""obsession"", ""lisbon, portugal"", ""crooked lawyer"", ""love"", ""domestic abuse"", ""female protagonist"", ""doctor"", ""prostitution"", ""cruelty"", ""scientist"", ""masturbation"", ""disfigured face"", ""sexual awakening"", ""exploring sexuality"", ""sex worker"", ""female empowerment"", ""curious"", ""female sexuality"", ""brain transplant"", ""absurdism"", ""spousal abuse"", ""women's liberation"", ""alexandria egypt"", ""victorian era"", ""quest for identity"", ""frankenstein"", ""body horror"", ""amused"", ""melodramatic"", ""wry""]","{""director"": [""Yorgos Lanthimos""], ""writers"": [""Tony McNamara""], ""cinematographer"": [""Robbie Ryan""], ""composer"": [""Jerskin Fendrix""], ""editor"": [""Yorgos Mavropsaridis""]}","Brought back to life by an unorthodox scientist, a young woman runs off with a lawyer on a whirlwind adventure across the continents. Free from the prejudices of her times, she grows steadfast in her purpose to stand for equality and liberation."
custom,137113,Edge of Tomorrow,2014,en,7.638,15043,"Action, Science Fiction",,"[""deja vu"", ""based on novel or book"", ""restart"", ""military officer"", ""dystopia"", ""affectation"", ""time travel"", ""training"", ""alien"", ""time loop"", ""soldier"", ""alien invasion"", ""war hero"", ""exoskeleton"", ""somber"", ""anxious"", ""soldiers"", ""war"", ""sentimental"", ""romantic"", ""admiring"", ""adoring"", ""commanding"", ""defiant"", ""dignified"", ""earnest"", ""empathetic"", ""2020s""]","{""director"": [""Doug Liman""], ""writers"": [""Christopher McQuarrie"", ""Jez Butterworth"", ""John-Henry Butterworth""], ""cinematographer"": [""Dion Beebe""], ""composer"": [""Christophe Beck""], ""editor"": [""James Herbert"", ""Laura Jennings""]}","Major Bill Cage is an officer who has never seen a day of combat when he is unceremoniously demoted and dropped into combat. Cage is killed within minutes, managing to take an alpha alien down with him. He awakens back at the beginning of the same day and is forced to fight and die again... and again - as physical contact with the alien has thrown him into a time loop."
custom,886396,Batman and Superman: Battle of the Super Sons,2022,en,7.635,349,"Animation, Action, Science Fiction",,"[""superhero"", ""villain"", ""based on comic"", ""alien invasion"", ""super power""]","{""director"": [""Matt Peters""], ""writers"": [""Jeremy Adams""], ""cinematographer"": [], ""composer"": [""Lolita Ritmanis"", ""Michael McCuistion"", ""Kristopher Carter""], ""editor"": [""Craig Paulsen""]}","After discovering he has powers, 11-year-old Jonathan Kent and assassin-turned-Boy-Wonder Damian Wayne must join forces to rescue their fathers (Superman & Batman) and save the planet from the malevolent alien force known as Starro."
custom,76341,Mad Max: Fury Road,2015,en,7.633,24053,"Action, Adventure, Science Fiction",,"[""rescue"", ""australia"", ""sandstorm"", ""post-apocalyptic future"", ""survival"", ""on the run"", ""peak oil"", ""dark future"", ""intense"", ""dystopian future"", ""desert wasteland"", ""convoy attack"", ""high-speed chase"", ""freedom quest"", ""road warfare"", ""modified vehicles"", ""war boys"", ""tyrannical ruler""]","{""director"": [""George Miller""], ""writers"": [""George Miller"", ""Nico Lathouris"", ""Brendan McCarthy""], ""cinematographer"": [""John Seale""], ""composer"": [""Tom Holkenborg""], ""editor"": [""Margaret Sixel""]}","An apocalyptic story set in the furthest reaches of our planet, in a stark desert landscape where humanity is broken, and most everyone is crazed fighting for the necessities of life. Within this world exist two rebels on the run who just might be able to restore order."
custom,1678,Godzilla,1954,ja,7.633,1101,"Thriller, Horror, Science Fiction",,"[""ship"", ""island"", ""japan"", ""atomic bomb"", ""shipwreck"", ""giant monster"", ""nuclear radiation"", ""tokyo, japan"", ""dinosaur"", ""black and white"", ""creature feature"", ""kaiju"", ""post war japan"", ""animal horror"", ""godzilla"", ""tokusatsu""]","{""director"": [""Ishir\u014d Honda""], ""writers"": [""Takeo Murata"", ""Ishir\u014d Honda""], ""cinematographer"": [""Masao Tamai""], ""composer"": [""Akira Ifukube""], ""editor"": [""Kazuji Taira""]}","Japan is thrown into a panic after several ships are sunk near Odo Island. An expedition to the island led by Dr. Kyohei Yamane soon discover something far more devastating than imagined in the form of a 50 meter tall monster whom the natives call Gojira. Now the monster begins a rampage that threatens to destroy not only Japan, but the rest of the world as well."
custom,950396,The Gorge,2025,en,7.631,3707,"Romance, Science Fiction, Thriller",,"[""isolation"", ""fog"", ""tower"", ""elite sniper"", ""trust issues"", ""snipers"", ""long-term observation"", ""parano\u00efa"", ""unknown threat"", ""mysterious canyon"", ""sci\u2011fi romance"", ""espionage mission"", ""surveillance partners"", ""enigmatic environment"", ""survival pressure"", ""restricted zone""]","{""director"": [""Scott Derrickson""], ""writers"": [""Zach Dean""], ""cinematographer"": [""Dan Laustsen""], ""composer"": [""Trent Reznor"", ""Atticus Ross""], ""editor"": [""Fr\u00e9d\u00e9ric Thoraval""]}","Two highly trained operatives grow close from a distance after being sent to guard opposite sides of a mysterious gorge. When an evil below emerges, they must work together to survive what lies within."
custom,16306,Fantastic Planet,1973,fr,7.628,1098,"Animation, Science Fiction",,"[""based on novel or book"", ""dystopia"", ""space travel"", ""alien life-form"", ""alien planet"", ""adult animation"", ""shocking"", ""human subjugation"", ""technological evolution""]","{""director"": [""Ren\u00e9 Laloux""], ""writers"": [""Roland Topor"", ""Ren\u00e9 Laloux""], ""cinematographer"": [""Boris Baromykin"", ""Lubom\u00edr Rejthar""], ""composer"": [""Alain Goraguer""], ""editor"": [""H\u00e9l\u00e8ne Arnal"", ""Marta L\u00e1talov\u00e1""]}","On the planet Ygam, the Draags, extremely technologically and spiritually advanced blue humanoids, consider the tiny Oms, human beings descendants of Terra's inhabitants, as ignorant animals. Those who live in slavery are treated as simple pets and used to entertain Draag children; those who live hidden in the hostile wilderness of the planet are periodically hunted and ruthlessly slaughtered as if they were vermin."
custom,329865,Arrival,2016,en,7.626,19329,"Drama, Science Fiction, Mystery",,"[""spacecraft"", ""extraterrestrial technology"", ""loss"", ""time"", ""alien"", ""language"", ""female protagonist"", ""scientist"", ""heartbreak"", ""based on short story"", ""alien contact"", ""military"", ""alien language"", ""linguist"", ""first contact"", ""communication"", ""linguistics"", ""time-manipulation"", ""complex"", ""determinism"", ""science fiction"", ""wistful"", ""incredulous"", ""hopeful""]","{""director"": [""Denis Villeneuve""], ""writers"": [""Eric Heisserer""], ""cinematographer"": [""Bradford Young""], ""composer"": [""J\u00f3hann J\u00f3hannsson""], ""editor"": [""Joe Walker""]}","Taking place after alien crafts land around the world, an expert linguist is recruited by the military to determine whether they come in peace or are a threat."
custom,13363,The Man from Earth,2007,en,7.624,2897,"Science Fiction, Drama",,"[""immortality"", ""birthday"", ""legend"", ""philosophy"", ""professor"", ""psychology"", ""bible"", ""time"", ""survival"", ""anthropology"", ""prehistory"", ""religion"", ""memory"", ""church"", ""cavemen"", ""assertive"", ""dignified"", ""enchant""]","{""director"": [""Richard Schenkman""], ""writers"": [""Jerome Bixby""], ""cinematographer"": [""Afshin Shahidi""], ""composer"": [""Mark Hinton Stewart""], ""editor"": [""Neil Grieve""]}","A departing professor gathers his closest colleagues for an intimate farewell, but the night takes an unexpected turn when he shares a stunning secret about his past. As the conversation unfolds, skepticism and curiosity collide, challenging everything they thought they knew about history, science, and belief."
custom,939243,Sonic the Hedgehog 3,2024,en,7.618,3276,"Action, Science Fiction, Comedy, Family",,"[""moon"", ""sequel"", ""based on video game"", ""psychotic"", ""dual role"", ""aftercreditsstinger"", ""duringcreditsstinger"", ""hedgehog"", ""live action and animation"", ""complex"", ""grandfather grandson relationship"", ""animal human friendship"", ""anthropomorphic animal""]","{""director"": [""Jeff Fowler""], ""writers"": [""John Whittington"", ""Josh Miller"", ""Patrick Casey""], ""cinematographer"": [""Brandon Trost""], ""composer"": [""Tom Holkenborg""], ""editor"": [""Al LeVine""]}","Sonic, Knuckles, and Tails reunite against a powerful new adversary, Shadow, a mysterious villain with powers unlike anything they have faced before. With their abilities outmatched in every way, Team Sonic must seek out an unlikely alliance in hopes of stopping Shadow and protecting the planet."
custom,284995,Scooby-Doo! Frankencreepy,2014,en,7.6,216,"Animation, Family, Mystery, Comedy, Science Fiction",,"[""transalvania""]","{""director"": [""Paul McEvoy""], ""writers"": [""Jim Krieg""], ""cinematographer"": [], ""composer"": [""Andy Sturmer""], ""editor"": []}","Velma discovers she's inherited her great-great-uncle's cursed castle in Transylvania, Pennsylvania. The team decide to go there on a spooky adventure."
custom,17835,Threads,1985,en,7.61,405,"War, Drama, Science Fiction",,"[""great britain"", ""northern england"", ""despair"", ""yorkshire"", ""nuclear holocaust"", ""disaster"", ""nuclear fallout"", ""radiation sickness"", ""disturbed"", ""aggressive"", ""grim"", ""nuclear winter"", ""sheffield, england"", ""societal collapse"", ""sinister""]","{""director"": [""Mick Jackson""], ""writers"": [""Barry Hines""], ""cinematographer"": [""Paul Morris"", ""Andrew Dunn""], ""composer"": [], ""editor"": [""Jim Latham"", ""Donna Bickerstaff""]}","Documentary style account of a nuclear holocaust and its effect on the working class city of Sheffield, England; and the eventual long run effects of nuclear war on civilization."
custom,9693,Children of Men,2006,en,7.61,7830,"Science Fiction, Thriller, Action",,"[""future"", ""government"", ""police state"", ""based on novel or book"", ""hippie"", ""england"", ""faith"", ""chaos"", ""refugee camp"", ""rebel"", ""dystopia"", ""miracle"", ""childlessness"", ""survival"", ""psychological thriller"", ""birth"", ""alcoholic"", ""bombing"", ""dying"", ""terrorist group"", ""fertility"", ""soldiers"", ""violence"", ""dystopian""]","{""director"": [""Alfonso Cuar\u00f3n""], ""writers"": [""Timothy J. Sexton"", ""David Arata"", ""Alfonso Cuar\u00f3n"", ""Mark Fergus"", ""Hawk Ostby""], ""cinematographer"": [""Emmanuel Lubezki""], ""composer"": [""John Tavener""], ""editor"": [""Alex Rodr\u00edguez"", ""Alfonso Cuar\u00f3n""]}","In 2027, in a chaotic world in which humans can no longer procreate, a former activist agrees to help transport a miraculously pregnant woman to a sanctuary at sea, where her child's birth may help scientists save the future of humankind."
custom,10331,Night of the Living Dead,1968,en,7.609,2726,"Horror, Thriller, Science Fiction",,"[""sibling relationship"", ""pennsylvania, usa"", ""loss of loved one"", ""gun"", ""gas station"", ""cemetery"", ""cellar"", ""halloween"", ""house"", ""barricade"", ""zombie"", ""black and white"", ""trapped"", ""bitten"", ""farm house""]","{""director"": [""George A. Romero""], ""writers"": [""George A. Romero"", ""John A. Russo""], ""cinematographer"": [""George A. Romero""], ""composer"": [], ""editor"": [""George A. Romero"", ""Hugh C. Daly""]}",A ragtag group barricade themselves in an old Pennsylvania farmhouse to remain safe from a horde of flesh-eating ghouls ravaging the Northeast.
custom,67409,Duck Dodgers in the 24½th Century,1953,en,7.606,175,"Animation, Comedy, Science Fiction",,"[""superhero"", ""cartoon"", ""space"", ""daffy duck"", ""looney tunes"", ""powerhouse instrumental""]","{""director"": [""Chuck Jones""], ""writers"": [], ""cinematographer"": [], ""composer"": [""Carl W. Stalling""], ""editor"": [""Treg Brown""]}",Space hero Daffy battles Marvin the Martian for control of Planet X.
custom,63,Twelve Monkeys,1995,en,7.606,9104,"Science Fiction, Thriller, Mystery",,"[""biological weapon"", ""philadelphia, pennsylvania"", ""schizophrenia"", ""stockholm syndrome"", ""airplane"", ""world war i"", ""underground"", ""insanity"", ""asylum"", ""paranoia"", ""prison cell"", ""dystopia"", ""pimp"", ""lion"", ""post-apocalyptic future"", ""time travel"", ""florida keys"", ""mental breakdown"", ""melancholy"", ""past"", ""dormitory"", ""insane asylum"", ""volunteer"", ""drug use"", ""flashback"", ""remake"", ""psychiatric hospital"", ""jail"", ""mental institution"", ""cyberpunk"", ""alternate history"", ""disease"", ""lethal virus"", ""paradox"", ""psychiatrist"", ""monkey"", ""epidemic"", ""trapped"", ""street life"", ""nonlinear timeline"", ""medical research"", ""gas mask"", ""psychosis"", ""subterranean"", ""virus"", ""mysterious"", ""recurring dream"", ""1990s"", ""escaped animal"", ""future noir"", ""animal research"", ""anxious"", ""2030s"", ""inspirational"", ""suspenseful"", ""critical"", ""intense"", ""complicated""]","{""director"": [""Terry Gilliam""], ""writers"": [""Janet Peoples"", ""David Webb Peoples""], ""cinematographer"": [""Roger Pratt""], ""composer"": [""Paul Buckmaster""], ""editor"": [""Mick Audsley""]}","In the year 2035, convict James Cole reluctantly volunteers to be sent back in time to discover the origin of a deadly virus that wiped out nearly all of the earth's population and forced the survivors into underground communities. But when Cole is mistakenly sent to 1990 instead of 1996, he's arrested and locked up in a mental hospital. There he meets psychiatrist Dr. Kathryn Railly and the son of a famous virus expert who may hold the key to the Army of the 12 Monkeys; thought to be responsible for unleashing the killer disease."
custom,19995,Avatar,2009,en,7.604,33959,"Science Fiction, Action, Adventure",,"[""paraplegic"", ""attachment to nature"", ""culture clash"", ""indigenous"", ""space travel"", ""space colony"", ""tribe"", ""alien planet"", ""distant future"", ""marine"", ""battle"", ""love affair"", ""scientist"", ""nature"", ""native peoples"", ""power relations"", ""tribal customs"", ""tribal people"", ""tribal chief"", ""cryonics"", ""spiritual community"", ""22nd century"", ""save the planet"", ""racial discrimination"", ""soldiers"", ""awestruck"", ""bold"", ""exhilarated""]","{""director"": [""James Cameron""], ""writers"": [""James Cameron""], ""cinematographer"": [""Mauro Fiore""], ""composer"": [""James Horner""], ""editor"": [""John Refoua"", ""Stephen E. Rivkin"", ""James Cameron""]}","In the 22nd century, a paraplegic Marine is dispatched to the moon Pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization."
custom,15137,Evangelion: 1.0 You Are (Not) Alone,2007,ja,7.598,1092,"Animation, Science Fiction, Action, Drama",,"[""parent child relationship"", ""dystopia"", ""post-apocalyptic future"", ""remake"", ""mecha"", ""giant robot"", ""alien invasion"", ""military"", ""family issues"", ""anime"", ""philosophical"", ""father son conflict"", ""complex"", ""based on tv series"", ""suspense"", ""enchant""]","{""director"": [""Kazuya Tsurumaki"", ""Masayuki"", ""Hideaki Anno""], ""writers"": [""Hideaki Anno""], ""cinematographer"": [""Toru Fukushi""], ""composer"": [""Shiro Sagisu""], ""editor"": [""Hiroshi Okuda""]}","After the Second Impact, Tokyo-3 is being attacked by giant monsters called Angels that seek to eradicate humankind. The child Shinji’s objective is to fight the Angels by piloting one of the mysterious Evangelion mecha units. A remake of the first six episodes of GAINAX’s famous 1996 anime series. The film was retitled “Evangelion: 1.01” for its DVD release and “Evangelion: 1.11” for a release with additional scenes."
custom,335984,Blade Runner 2049,2017,en,7.594,15115,"Science Fiction, Drama",,"[""future"", ""android"", ""bounty hunter"", ""artificial intelligence (a.i.)"", ""dystopia"", ""sequel"", ""cyberpunk"", ""transhumanism"", ""los angeles, california"", ""las vegas"", ""tech noir"", ""cyber thriller"", ""humanoid robot"", ""blade runner"", ""2040s"", ""serious"", ""slow burn"", ""direct"", ""informative"", ""dystopian"", ""oscar winner""]","{""director"": [""Denis Villeneuve""], ""writers"": [""Hampton Fancher"", ""Michael Green""], ""cinematographer"": [""Roger Deakins""], ""composer"": [""Hans Zimmer"", ""Benjamin Wallfisch""], ""editor"": [""Joe Walker""]}","Thirty years after the events of the first film, a new blade runner, LAPD Officer K, unearths a long-buried secret that has the potential to plunge what's left of society into chaos. K's discovery leads him on a quest to find Rick Deckard, a former LAPD blade runner who has been missing for 30 years."
custom,76600,Avatar: The Way of Water,2022,en,7.593,14110,"Action, Adventure, Science Fiction",,"[""dying and death"", ""loss of loved one"", ""alien life-form"", ""resurrection"", ""dysfunctional family"", ""sequel"", ""alien planet"", ""distant future"", ""transhumanism"", ""adopted child"", ""rebirth"", ""motion capture"", ""family dynamics"", ""adopted son"", ""stronger villain"", ""complex"", ""war"", ""intense"", ""bold"", ""complicated"", ""demeaning"", ""exhilarated""]","{""director"": [""James Cameron""], ""writers"": [""James Cameron"", ""Amanda Silver"", ""Rick Jaffa""], ""cinematographer"": [""Russell Carpenter""], ""composer"": [""Simon Franglen""], ""editor"": [""James Cameron"", ""John Refoua"", ""Stephen E. Rivkin"", ""David Brenner""]}","Set more than a decade after the events of the first film, learn the story of the Sully family (Jake, Neytiri, and their kids), the trouble that follows them, the lengths they go to keep each other safe, the battles they fight to stay alive, and the tragedies they endure."
custom,333339,Ready Player One,2018,en,7.586,16895,"Adventure, Action, Science Fiction",,"[""future"", ""based on novel or book"", ""video game"", ""virtual reality"", ""dystopia"", ""nostalgia"", ""love"", ""film in film"", ""evil corporation"", ""quest"", ""1980s"", ""2040s"", ""based on young adult novel"", ""columbus, ohio"", ""dreary"", ""gloomy"", ""vrmmo"", ""dystopian""]","{""director"": [""Steven Spielberg""], ""writers"": [""Ernest Cline"", ""Zak Penn""], ""cinematographer"": [""Janusz Kami\u0144ski""], ""composer"": [""Alan Silvestri""], ""editor"": [""Michael Kahn"", ""Sarah Broshar""]}","When the creator of a popular video game system dies, a virtual contest is created to compete for his fortune."
custom,768744,My Hero Academia: World Heroes' Mission,2021,ja,7.584,622,"Animation, Action, Adventure, Science Fiction",,"[""japan"", ""hero"", ""superhero"", ""school"", ""fighting"", ""super power"", ""shounen"", ""anime""]","{""director"": [""Kenji Nagasaki""], ""writers"": [""Yosuke Kuroda""], ""cinematographer"": [""Mayuko Furumoto""], ""composer"": [""Yuki Hayashi""], ""editor"": [""Kumiko Sakamoto""]}","A mysterious group called Humarize strongly believes in the Quirk Singularity Doomsday theory which states that when quirks get mixed further in with future generations, that power will bring forth the end of humanity. In order to save everyone, the Pro-Heroes around the world ask UA Academy heroes-in-training to assist them and form a world-class selected hero team. It’s up to the heroes to save the world and the future of heroes in what is the most dangerous crisis to take place yet in My Hero Academia."
custom,225745,Steins;Gate: The Movie - Load Region of Déjà Vu,2013,ja,7.6,392,"Science Fiction, Animation, Drama",,"[""time travel"", ""mad scientist"", ""romance"", ""anime"", ""urban fantasy""]","{""director"": [""Takuya Sato"", ""Hiroshi Hamasaki"", ""Kanji Wakabayashi""], ""writers"": [""Jukki Hanada""], ""cinematographer"": [""Tomoyuki Shiokawa""], ""composer"": [""Takeshi Abo"", ""Jun Murakami""], ""editor"": [""Masahiro Goto""]}","One year after the events of the anime, Rintarou begins to feel the repercussions of extensive time travel, and eventually completely fades from reality. Kurisu, being the only companion to remember him, now must find a way to bring him back."
custom,1954,The Butterfly Effect,2004,en,7.578,8219,"Science Fiction, Thriller",,"[""prison"", ""mind control"", ""child abuse"", ""amnesia"", ""sacrifice"", ""chaos theory"", ""blackout"", ""trauma"", ""diary"", ""time travel"", ""flashback"", ""bully"", ""love"", ""memory loss"", ""psychiatrist"", ""therapy"", ""childhood""]","{""director"": [""Eric Bress"", ""J. Mackye Gruber""], ""writers"": [""J. Mackye Gruber"", ""Eric Bress""], ""cinematographer"": [""Matthew F. Leonetti""], ""composer"": [""Michael Suby""], ""editor"": [""Peter Amundson""]}","A young man struggles to access sublimated childhood memories. He finds a technique that allows him to travel back into the past, to occupy his childhood body and change history. However, he soon finds that every change he makes has unexpected consequences."
custom,111224,Ghost in the Shell: S.A.C. 2nd GIG - Individual Eleven,2006,ja,7.574,122,"Animation, Science Fiction",,"[""computer"", ""cyborg"", ""cyberpunk"", ""compilation"", ""hacking"", ""edited from tv series"", ""seinen"", ""anime""]","{""director"": [""Kenji Kamiyama""], ""writers"": [""Kenji Kamiyama"", ""Junichi Fujisaku"", ""Taiki Sakurai"", ""Yuichiro Matsuka"", ""Yutaka Omatsu"", ""Dai Sato""], ""cinematographer"": [], ""composer"": [], ""editor"": []}","The year is 2030, and an influx of refuges have effortlessly transformed themselves into a terrorist organization known as the ""Individual Eleven."" With a sadistic intent of mass destruction, will they triumph in victory or discover the gloomy pitfalls of defeat?"
custom,18,The Fifth Element,1997,fr,7.574,11700,"Science Fiction, Action, Adventure",,"[""new york city"", ""flying car"", ""taxi"", ""egypt"", ""race against time"", ""saving the world"", ""cyborg"", ""dystopia"", ""anti hero"", ""stowaway"", ""space travel"", ""chosen one"", ""arms dealer"", ""alien life-form"", ""end of the world"", ""priest"", ""shootout"", ""police chase"", ""cab driver"", ""cyberpunk"", ""archaeologist"", ""space opera"", ""military"", ""opera singer"", ""futuristic city"", ""ancient evil"", ""cruise liner"", ""hieroglyphics"", ""spaceship"", ""good versus evil"", ""science fantasy""]","{""director"": [""Luc Besson""], ""writers"": [""Robert Mark Kamen"", ""Luc Besson""], ""cinematographer"": [""Thierry Arbogast"", ""Nick Tebbet""], ""composer"": [""\u00c9ric Serra""], ""editor"": [""Sylvie Landra""]}","In 2257, a taxi driver is unintentionally given the task of saving a young girl who is part of the key that will ensure the survival of humanity."
